age,gender,owns_car,owns_house,no_of_children,net_yearly_income,no_of_days_employed,occupation_type,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,owns_car_missing,no_of_children_missing,no_of_days_employed_missing,total_family_members_missing,migrant_worker_missing,yearly_debt_payments_missing,credit_score_missing,actual_target
50.000000,1.000000,0.000000,1.000000,0.000000,146851.812500,174.000000,17.000000,2.000000,0.000000,11621.299805,38013.171875,9.000000,936.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
36.000000,0.000000,0.000000,0.000000,2.000000,95706.968750,3164.000000,8.000000,4.000000,1.000000,22017.039062,14292.940430,9.000000,731.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
35.000000,1.000000,0.000000,1.000000,2.000000,271384.000000,3167.000000,4.000000,4.000000,1.000000,25297.410156,33278.578125,87.000000,674.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
33.000000,1.000000,1.000000,1.000000,0.000000,137790.687500,4373.000000,4.000000,2.000000,0.000000,38524.261719,15555.679688,66.000000,894.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
49.000000,0.000000,0.000000,1.000000,1.000000,220234.187500,2731.000000,14.000000,3.000000,1.000000,35577.441406,49374.531250,67.000000,869.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
42.000000,0.000000,0.000000,1.000000,1.000000,348538.062500,1974.000000,14.000000,3.000000,0.000000,20526.070312,59251.351562,30.000000,817.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
53.000000,1.000000,1.000000,1.000000,0.000000,168234.187500,1037.000000,4.000000,2.000000,0.000000,22418.779297,38899.000000,80.000000,809.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
34.000000,0.000000,0.000000,1.000000,1.000000,94528.320312,1174.000000,17.000000,3.000000,1.000000,17171.470703,18771.369141,72.000000,766.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
28.000000,0.000000,0.000000,1.000000,1.000000,121328.156250,2126.000000,14.000000,3.000000,0.000000,53706.808594,17729.679688,61.000000,667.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
50.000000,1.000000,0.000000,0.000000,0.000000,128080.859375,365251.000000,17.000000,2.000000,0.000000,12069.580078,15018.230469,45.000000,669.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
43.000000,1.000000,1.000000,1.000000,0.000000,242889.250000,907.000000,17.000000,2.000000,0.000000,48793.128906,83032.640625,46.000000,848.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
51.000000,0.000000,0.000000,1.000000,0.000000,261300.765625,5157.000000,10.000000,2.000000,0.000000,26909.330078,69801.000000,35.000000,771.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
23.000000,1.000000,0.000000,1.000000,0.000000,396712.125000,1017.000000,16.000000,2.000000,0.000000,33218.820312,51328.289062,76.000000,654.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
39.000000,0.000000,0.000000,0.000000,1.000000,158664.640625,3418.000000,14.000000,3.000000,1.000000,23742.619141,52210.148438,92.000000,770.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
40.000000,1.000000,0.000000,1.000000,1.000000,144615.296875,5107.000000,17.000000,3.000000,0.000000,11088.580078,49709.929688,32.000000,919.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
38.000000,1.000000,1.000000,1.000000,0.000000,156775.156250,3137.000000,16.000000,2.000000,0.000000,55395.500000,18715.769531,13.000000,772.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
44.000000,0.000000,0.000000,1.000000,0.000000,100045.976562,365245.000000,17.000000,1.000000,0.000000,31306.259766,22439.099609,40.000000,825.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
50.000000,1.000000,0.000000,1.000000,0.000000,263850.718750,1412.000000,10.000000,1.000000,0.000000,84377.593750,53850.550781,53.000000,886.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
32.000000,0.000000,0.000000,0.000000,0.000000,142826.625000,2120.000000,8.000000,2.000000,1.000000,27915.869141,16373.360352,67.000000,926.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
27.000000,0.000000,0.000000,1.000000,0.000000,144662.687500,1840.000000,17.000000,1.000000,1.000000,25465.199219,30305.169922,38.000000,856.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
48.000000,0.000000,0.000000,1.000000,0.000000,156955.625000,123.000000,14.000000,1.000000,1.000000,33398.398438,25221.070312,33.000000,910.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
44.000000,1.000000,0.000000,1.000000,0.000000,73947.781250,365251.000000,17.000000,2.000000,0.000000,16887.199219,12185.019531,75.000000,567.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
28.000000,1.000000,1.000000,1.000000,0.000000,352572.093750,833.000000,4.000000,2.000000,0.000000,57761.539062,38455.148438,37.000000,897.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
50.000000,1.000000,1.000000,0.000000,0.000000,284360.531250,2630.000000,8.000000,2.000000,0.000000,11366.070312,59025.421875,38.000000,725.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
25.000000,0.000000,0.000000,1.000000,0.600000,149162.609375,3009.000000,3.000000,3.000000,0.000000,49002.628906,32347.410156,53.000000,811.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
23.000000,1.000000,0.000000,0.000000,0.000000,98197.578125,146510.796875,9.000000,1.000000,0.000000,8014.850098,13594.580078,46.000000,688.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0
24.000000,0.000000,0.000000,0.000000,1.000000,125894.359375,555.000000,17.000000,3.000000,1.000000,40133.781250,27579.830078,86.000000,800.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
39.000000,0.000000,0.000000,1.000000,0.000000,85823.289062,365249.000000,17.000000,1.000000,0.000000,20089.279297,21407.890625,92.000000,702.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
27.000000,1.000000,0.000000,0.000000,1.000000,240249.046875,3441.000000,3.000000,2.000000,1.000000,41143.289062,28048.679688,74.000000,551.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
39.000000,0.000000,0.000000,0.000000,1.000000,147103.687500,365245.000000,17.000000,3.000000,0.000000,43643.250000,19232.779297,89.000000,701.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
39.000000,0.000000,0.000000,1.000000,0.000000,135325.937500,365240.000000,17.000000,2.000000,0.000000,19687.669922,53863.761719,48.000000,897.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
40.000000,0.000000,1.000000,1.000000,1.000000,149350.312500,3989.000000,15.000000,2.000000,0.000000,17065.529297,20969.330078,75.000000,744.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
36.000000,0.000000,0.000000,1.000000,0.000000,151465.812500,1030.000000,1.000000,2.000000,0.000000,52939.058594,35731.601562,22.000000,713.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
29.000000,1.000000,1.000000,1.000000,1.000000,577901.500000,6984.000000,10.000000,3.000000,0.000000,38436.960938,79590.539062,56.000000,890.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
42.000000,1.000000,1.000000,1.000000,1.000000,170919.062500,749.000000,8.000000,3.000000,0.000000,29445.130859,27186.589844,17.000000,890.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
36.000000,0.000000,0.000000,1.000000,1.000000,230199.484375,3701.000000,3.000000,3.000000,0.000000,30943.380859,68500.773438,46.000000,654.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
47.000000,0.000000,0.000000,1.000000,0.000000,132868.640625,570.000000,17.000000,2.000000,0.000000,23076.859375,26336.089844,36.000000,881.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
29.000000,0.000000,0.000000,1.000000,0.000000,173965.625000,337.000000,17.000000,2.000000,0.000000,16922.939453,33685.578125,24.000000,735.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
39.000000,0.000000,1.000000,1.000000,0.000000,311749.625000,4601.000000,6.000000,2.000000,0.000000,50532.210938,90125.406250,15.000000,661.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
42.000000,0.000000,0.000000,0.000000,0.000000,96652.500000,3644.000000,0.000000,2.000000,0.000000,23831.880859,23815.000000,60.000000,731.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
54.000000,0.000000,0.000000,1.000000,0.000000,200936.265625,1750.000000,3.000000,2.000000,0.000000,30105.800781,35712.820312,34.000000,718.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
36.000000,0.000000,0.000000,1.000000,3.000000,66299.132812,186.000000,8.000000,5.000000,0.000000,13811.379883,12798.400391,19.000000,780.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
39.000000,0.000000,1.000000,1.000000,0.000000,162021.640625,292.000000,3.000000,2.000000,0.000000,36290.031250,36601.988281,31.000000,760.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
28.000000,1.000000,0.000000,1.000000,1.000000,410917.031250,2808.000000,3.000000,3.000000,0.000000,33405.078125,81664.273438,39.000000,732.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
23.000000,0.000000,1.000000,1.000000,1.000000,440562.437500,470.000000,10.000000,3.000000,0.000000,70747.421875,69654.656250,79.000000,898.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
37.000000,0.000000,0.000000,1.000000,0.000000,175297.015625,658.000000,0.000000,1.000000,0.000000,11243.070312,39271.910156,21.000000,696.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
43.000000,0.000000,0.000000,0.000000,0.000000,146916.109375,8790.000000,6.000000,2.000000,0.000000,50328.308594,28201.359375,27.000000,795.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
51.000000,1.000000,0.000000,0.000000,0.000000,154435.375000,2324.000000,8.000000,2.000000,0.000000,20064.160156,43399.050781,46.000000,767.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
38.000000,1.000000,1.000000,1.000000,0.000000,157330.250000,583.000000,3.000000,2.000000,1.000000,32176.419922,19546.660156,90.000000,781.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
27.000000,0.000000,0.000000,1.000000,0.000000,126385.328125,365245.000000,17.000000,2.000000,0.000000,29352.099609,29010.740234,21.000000,802.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
28.000000,1.000000,1.000000,0.000000,2.000000,108613.703125,3358.000000,17.000000,4.000000,0.000000,14158.929688,20570.580078,68.000000,743.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
27.000000,0.000000,0.000000,1.000000,0.000000,237167.343750,5925.000000,17.000000,1.000000,1.000000,19563.570312,46309.640625,79.000000,611.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
34.000000,0.000000,1.000000,1.000000,3.000000,131021.203125,3378.000000,14.000000,5.000000,0.000000,11487.339844,22432.490234,31.000000,785.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
30.000000,0.000000,0.000000,0.000000,0.000000,53741.718750,365243.000000,17.000000,1.000000,0.000000,7163.516113,11704.639648,46.000000,841.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
28.000000,0.000000,0.000000,1.000000,0.000000,155094.640625,1070.000000,3.000000,2.000000,0.000000,10995.370117,31372.230469,45.000000,760.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
26.000000,1.000000,1.000000,1.000000,1.000000,172828.453125,895.000000,4.000000,3.000000,1.000000,39766.500000,50601.218750,38.000000,707.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
34.000000,0.000000,0.000000,1.000000,0.000000,54886.621094,365246.000000,17.000000,1.000000,0.000000,7163.516113,9097.268555,21.000000,750.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
26.000000,0.000000,0.000000,1.000000,1.000000,119095.453125,3142.000000,5.000000,3.000000,0.000000,43427.101562,25206.800781,84.000000,779.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
34.000000,0.000000,1.000000,1.000000,1.000000,192209.796875,9340.000000,5.000000,2.000000,0.000000,19140.480469,47899.488281,82.000000,681.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
54.000000,1.000000,1.000000,1.000000,1.000000,325984.625000,870.000000,8.000000,3.000000,1.000000,34361.679688,86438.070312,73.000000,874.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
43.000000,0.000000,0.000000,0.000000,0.000000,186560.687500,1268.000000,14.000000,1.000000,0.000000,11598.290039,29153.960938,79.000000,650.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
39.000000,0.000000,0.000000,1.000000,0.000000,101006.210938,1588.000000,3.000000,2.000000,0.000000,24497.750000,13338.019531,25.000000,787.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
36.000000,0.000000,0.000000,1.000000,0.000000,409960.500000,2813.000000,14.000000,2.000000,0.000000,41047.089844,79002.062500,95.000000,781.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
23.000000,0.000000,1.000000,1.000000,1.000000,80589.406250,2007.000000,16.000000,3.000000,0.000000,15698.940430,15419.769531,36.000000,674.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
50.000000,0.000000,0.000000,0.000000,0.000000,146322.312500,365246.000000,17.000000,1.000000,0.000000,22941.640625,31381.279297,14.000000,659.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
37.000000,1.000000,1.000000,1.000000,0.000000,151924.062500,1430.000000,4.000000,2.000000,0.000000,33657.609375,36346.609375,82.000000,903.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
35.000000,0.000000,0.000000,1.000000,0.000000,129081.578125,365244.000000,17.000000,1.000000,0.000000,15396.389648,15668.650391,99.000000,864.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
52.000000,0.000000,0.000000,1.000000,0.000000,193161.625000,365249.000000,17.000000,1.000000,0.000000,15709.469727,67312.210938,97.000000,721.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
45.000000,1.000000,0.000000,1.000000,2.000000,229214.937500,1414.000000,4.000000,3.000000,0.000000,45409.910156,76031.570312,6.000000,921.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
54.000000,0.000000,0.000000,0.000000,0.000000,126273.468750,749.000000,11.000000,2.000000,0.000000,28964.259766,32490.009766,81.000000,728.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
43.000000,0.000000,1.000000,1.000000,0.000000,294502.625000,2852.000000,0.000000,1.000000,0.000000,33818.660156,39084.429688,98.000000,824.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
50.000000,0.000000,0.000000,1.000000,0.000000,127773.726562,365245.000000,17.000000,1.000000,0.000000,32794.921875,32529.330078,38.000000,759.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
34.000000,1.000000,1.000000,0.000000,0.000000,148753.578125,1146.000000,4.000000,2.000000,0.000000,43854.550781,18020.220703,42.000000,656.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
33.000000,0.000000,0.000000,1.000000,0.000000,238410.546875,667.000000,10.000000,2.000000,0.000000,15396.089844,60353.230469,50.000000,803.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
44.000000,0.000000,0.000000,0.000000,0.000000,184276.062500,365240.000000,17.000000,2.000000,0.000000,9515.030273,60496.468750,88.000000,647.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
51.000000,0.000000,0.000000,0.000000,0.000000,395417.656250,346.000000,15.000000,1.000000,0.000000,43115.851562,50312.789062,44.000000,875.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
49.000000,1.000000,1.000000,1.000000,0.000000,249827.968750,2291.000000,8.000000,2.000000,1.000000,56287.218750,82932.382812,52.000000,817.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
52.000000,0.000000,1.000000,1.000000,0.000000,72036.140625,365240.000000,17.000000,1.000000,0.000000,12006.820312,9773.679688,2.000000,678.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
42.000000,0.000000,0.000000,1.000000,0.000000,162849.109375,1038.000000,14.000000,1.000000,0.000000,34463.070312,27017.259766,78.000000,749.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
33.000000,1.000000,0.000000,0.000000,0.000000,213089.312500,3880.000000,4.000000,2.000000,1.000000,46323.378906,49313.449219,72.000000,733.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
48.000000,0.000000,1.000000,1.000000,1.000000,159235.562500,979.000000,8.000000,3.000000,0.000000,9314.309570,51008.609375,62.000000,890.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
29.000000,0.000000,0.000000,0.000000,1.000000,76682.281250,1048.000000,14.000000,3.000000,1.000000,18392.119141,9719.969727,95.000000,915.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
50.000000,0.000000,0.000000,1.000000,1.000000,124540.421875,1048.000000,14.000000,3.000000,0.000000,25786.359375,25624.410156,15.000000,851.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
25.000000,1.000000,0.000000,1.000000,1.000000,434999.406250,2522.000000,17.000000,3.000000,0.000000,16568.689453,66501.226562,79.000000,931.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
43.000000,0.000000,0.000000,1.000000,0.000000,169065.171875,757.000000,14.000000,1.000000,0.000000,15796.190430,23822.359375,9.000000,827.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
31.000000,1.000000,1.000000,1.000000,1.000000,286105.218750,747.000000,10.000000,3.000000,0.000000,62182.148438,102090.148438,16.000000,778.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
53.000000,0.000000,0.000000,0.000000,1.000000,112258.929688,2971.000000,17.000000,3.000000,1.000000,20113.910156,29190.710938,48.000000,712.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
50.000000,0.000000,0.000000,0.000000,0.000000,236812.546875,341.000000,4.000000,1.000000,0.000000,33350.281250,87032.710938,79.000000,636.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
36.000000,1.000000,1.000000,1.000000,2.000000,264284.718750,2387.000000,4.000000,4.000000,0.000000,41935.718750,66085.031250,17.000000,860.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
46.000000,1.000000,1.000000,0.000000,1.000000,89011.960938,526.000000,8.000000,3.000000,1.000000,30565.419922,10691.370117,0.000000,679.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
24.000000,0.000000,0.000000,1.000000,0.000000,138627.937500,6491.000000,0.000000,1.000000,0.000000,29017.580078,23795.050781,78.000000,731.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
54.000000,0.000000,1.000000,1.000000,3.000000,146320.062500,867.000000,10.000000,5.000000,0.000000,30632.720703,22031.470703,10.000000,734.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
39.000000,0.000000,0.000000,1.000000,0.000000,562698.562500,7450.000000,3.000000,1.000000,0.000000,62593.039062,98752.093750,48.000000,885.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
31.000000,0.000000,0.000000,1.000000,0.000000,270934.125000,365240.000000,17.000000,2.000000,0.000000,51097.199219,31338.630859,36.000000,861.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
53.000000,0.000000,0.000000,1.000000,0.000000,196755.312500,1240.000000,14.000000,2.000000,0.000000,12378.599609,26331.179688,88.000000,591.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1
25.000000,0.000000,0.000000,1.000000,0.000000,109838.867188,365250.000000,17.000000,2.000000,0.000000,35267.671875,24652.550781,53.000000,869.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
48.000000,1.000000,1.000000,0.000000,1.000000,184622.015625,685.000000,4.000000,3.000000,0.000000,24031.349609,39921.039062,49.000000,791.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
27.000000,1.000000,0.000000,1.000000,0.000000,494521.000000,13546.000000,17.000000,2.000000,0.000000,47751.351562,104476.960938,24.000000,831.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
28.000000,0.000000,0.000000,0.000000,0.000000,196346.515625,11325.000000,8.000000,2.000000,0.000000,30973.689453,63848.339844,66.000000,853.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
42.000000,0.000000,0.000000,1.000000,1.000000,264653.000000,2450.000000,8.000000,3.000000,0.000000,35663.941406,93553.601562,46.000000,750.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0
