sample_index,logit_class_0,logit_class_1,logit_difference_z1_minus_z0,prob_predict_proba_class_0,prob_predict_proba_class_1,prob_softmax_logits_class_0,prob_softmax_logits_class_1,abs_diff_class_0,abs_diff_class_1,actual_target
103,6.3160496,-5.275642,-11.591692,0.9999907,9.242472e-06,0.9999907,9.242472e-06,0.0,0.0,0
104,11.073379,-11.461105,-22.534485,1.0,1.6345476e-10,1.0,1.6345476e-10,0.0,0.0,0
105,11.938882,-11.47399,-23.412872,1.0,6.790766e-11,1.0,6.790766e-11,0.0,0.0,0
106,-4.2521935,5.2425423,9.494736,7.5241245e-05,0.9999248,7.524125e-05,0.9999248,7.275958e-12,0.0,1
107,10.748475,-10.386362,-21.134838,1.0,6.6260764e-10,1.0,6.626075e-10,0.0,1.110223e-16,0
108,8.389663,-7.9148154,-16.304478,0.9999999,8.299563e-08,0.9999999,8.299564e-08,0.0,7.1054274e-15,0
109,10.122137,-9.145201,-19.267338,1.0,4.2884616e-09,1.0,4.2884616e-09,0.0,0.0,0
110,7.29288,-7.7570686,-15.049949,0.99999976,2.9099817e-07,0.99999976,2.9099817e-07,0.0,0.0,0
111,7.9647236,-7.382619,-15.3473425,0.99999976,2.161393e-07,0.99999976,2.1613928e-07,0.0,1.4210855e-14,0
112,10.944954,-11.612637,-22.55759,1.0,1.5972133e-10,1.0,1.5972133e-10,0.0,0.0,0
113,5.0167937,-4.286575,-9.303369,0.9999089,9.110848e-05,0.9999089,9.1108486e-05,0.0,7.275958e-12,0
114,8.040961,-7.2460713,-15.287033,0.99999976,2.2957563e-07,0.99999976,2.2957563e-07,0.0,0.0,0
115,17.29826,-15.400875,-32.699135,1.0,6.294282e-15,1.0,6.2942815e-15,0.0,4.2351647e-22,0
116,9.708351,-8.328125,-18.036476,1.0,1.4684459e-08,1.0,1.4684458e-08,0.0,8.881784e-16,0
117,4.3590903,-4.2635326,-8.622623,0.99982005,0.00017995505,0.99982005,0.00017995505,0.0,0.0,0
118,12.087091,-11.231785,-23.318876,1.0,7.4600326e-11,1.0,7.4600326e-11,0.0,0.0,0
119,9.234909,-8.528574,-17.763483,1.0,1.929378e-08,1.0,1.929378e-08,0.0,0.0,0
120,12.405651,-11.904049,-24.3097,1.0,2.7696918e-11,1.0,2.7696918e-11,0.0,0.0,0
121,11.711917,-11.187478,-22.899395,1.0,1.1347995e-10,1.0,1.1347995e-10,0.0,0.0,0
122,-2.6595998,5.1592255,7.8188252,0.00040193216,0.9995981,0.00040193213,0.9995981,2.910383e-11,0.0,1
123,2.435524,-2.4279926,-4.863517,0.99233586,0.0076640826,0.99233586,0.0076640826,0.0,0.0,0
124,4.3993816,-3.8695374,-8.268919,0.99974364,0.00025629657,0.99974364,0.00025629654,0.0,2.910383e-11,0
125,6.311887,-6.706191,-13.018078,0.99999774,2.2198296e-06,0.99999774,2.2198296e-06,0.0,0.0,0
126,7.0241485,-6.401226,-13.425375,0.99999857,1.4771789e-06,0.99999857,1.4771788e-06,0.0,1.1368684e-13,0
127,9.037203,-8.458308,-17.49551,1.0,2.5222986e-08,1.0,2.5222986e-08,0.0,0.0,0
128,10.029754,-9.62216,-19.651913,1.0,2.919327e-09,1.0,2.9193272e-09,0.0,2.220446e-16,0
129,8.284941,-7.3694296,-15.65437,0.9999999,1.5899876e-07,0.9999999,1.5899862e-07,0.0,1.4210855e-13,0
130,1.1713054,-1.2532194,-2.4245248,0.9186784,0.081321575,0.9186784,0.08132156,0.0,1.4901161e-08,0
131,3.690082,-3.6023,-7.2923822,0.9993198,0.00068024144,0.9993198,0.00068024144,0.0,0.0,0
132,3.3706222,-3.200928,-6.5715504,0.99860233,0.0013976695,0.99860233,0.0013976695,0.0,0.0,0
133,13.018486,-12.178717,-25.197203,1.0,1.1402338e-11,1.0,1.1402338e-11,0.0,0.0,0
134,4.7358336,-4.367574,-9.103408,0.99988866,0.000111273526,0.99988866,0.00011127352,0.0,7.275958e-12,0
135,9.348808,-9.487305,-18.836113,1.0,6.6005494e-09,1.0,6.6005494e-09,0.0,0.0,0
136,-0.6494562,0.99854875,1.648005,0.16137876,0.8386212,0.16137876,0.8386213,0.0,1.1920929e-07,0
137,5.322778,-4.6115026,-9.93428,0.9999515,4.8481466e-05,0.9999515,4.8481466e-05,0.0,0.0,0
138,0.830034,-0.7503749,-1.5804089,0.82926244,0.17073758,0.82926244,0.17073758,0.0,0.0,0
139,3.1072655,-2.9185326,-6.025798,0.9975902,0.0024098023,0.9975902,0.0024098023,0.0,0.0,0
140,2.3102605,-1.8804636,-4.1907244,0.9850904,0.014909655,0.9850904,0.014909655,0.0,0.0,0
141,4.243491,-3.8819237,-8.125415,0.9997042,0.00029583438,0.9997042,0.00029583438,0.0,0.0,0
142,5.453826,-4.652073,-10.105899,0.9999591,4.0836276e-05,0.9999591,4.0836276e-05,0.0,0.0,0
143,11.459901,-10.226971,-21.68687,1.0,3.8151515e-10,1.0,3.815151e-10,0.0,5.551115e-17,0
144,2.7063608,-2.6760945,-5.3824553,0.99542457,0.004575491,0.99542457,0.004575491,0.0,0.0,0
145,6.821608,-6.188324,-13.009932,0.99999774,2.2379868e-06,0.99999774,2.237987e-06,0.0,2.2737368e-13,0
146,6.1852417,-5.659008,-11.84425,0.99999285,7.1796717e-06,0.99999285,7.1796717e-06,0.0,0.0,0
147,-0.5881196,1.0592117,1.6473314,0.16146995,0.83853006,0.16146995,0.83853006,0.0,0.0,0
148,13.747189,-12.924178,-26.671368,1.0,2.6107916e-12,1.0,2.6107914e-12,0.0,2.1684043e-19,0
149,-3.7591586,4.5869513,8.346109,0.00023726172,0.9997627,0.00023726173,0.9997627,1.4551915e-11,0.0,1
150,-0.82602155,1.3115774,2.137599,0.10549574,0.89450425,0.10549575,0.89450425,7.450581e-09,0.0,1
151,12.60853,-11.593065,-24.201595,1.0,3.085892e-11,1.0,3.085892e-11,0.0,0.0,0
152,10.623196,-11.266913,-21.89011,1.0,3.1134795e-10,1.0,3.1134798e-10,0.0,2.7755576e-17,0
153,8.316847,-7.4099183,-15.726765,0.9999999,1.4789478e-07,0.9999999,1.4789478e-07,0.0,0.0,0
154,11.2494,-11.937047,-23.186447,1.0,8.5163585e-11,1.0,8.5163585e-11,0.0,0.0,0
155,10.972174,-10.349504,-21.321678,1.0,5.4968363e-10,1.0,5.4968363e-10,0.0,0.0,0
156,9.212814,-8.3412285,-17.554043,1.0,2.3788994e-08,1.0,2.3788992e-08,0.0,1.7763568e-15,0
157,5.9515457,-5.1484632,-11.100009,0.99998486,1.5111959e-05,0.99998486,1.511196e-05,0.0,9.094947e-13,0
158,-0.7290782,1.1769277,1.9060059,0.12943023,0.8705697,0.12943023,0.8705697,0.0,0.0,1
159,7.708092,-6.6230745,-14.331167,0.9999994,5.9710806e-07,0.9999994,5.97108e-07,0.0,5.684342e-14,0
160,9.663321,-9.033413,-18.696733,1.0,7.5877296e-09,1.0,7.5877296e-09,0.0,0.0,0
161,7.965986,-8.399384,-16.36537,0.9999999,7.809265e-08,0.9999999,7.8092654e-08,0.0,7.1054274e-15,0
162,-4.0521526,5.1528444,9.204997,0.000100525656,0.9998995,0.00010052566,0.9998995,7.275958e-12,0.0,1
163,-2.786793,4.356068,7.1428614,0.0007898626,0.9992101,0.00078986265,0.9992101,5.820766e-11,0.0,1
164,5.644543,-5.368798,-11.013341,0.99998355,1.6480093e-05,0.99998355,1.6480093e-05,0.0,0.0,0
165,0.30477977,-0.09678866,-0.4015684,0.5990644,0.40093556,0.5990644,0.4009356,0.0,2.9802322e-08,0
166,9.129634,-9.198023,-18.327656,1.0,1.0974891e-08,1.0,1.0974891e-08,0.0,0.0,0
167,12.402993,-11.588249,-23.991241,1.0,3.8083446e-11,1.0,3.8083446e-11,0.0,0.0,0
168,10.330307,-8.861496,-19.191803,1.0,4.6249373e-09,1.0,4.6249378e-09,0.0,4.440892e-16,0
169,4.254746,-4.2125726,-8.467319,0.9997898,0.00021018367,0.9997898,0.00021018367,0.0,0.0,0
170,2.877181,-2.6457138,-5.522895,0.9960217,0.003978378,0.9960217,0.0039783777,0.0,4.656613e-10,0
171,7.103854,-6.7428985,-13.846752,0.99999905,9.692404e-07,0.99999905,9.692404e-07,0.0,0.0,0
172,-2.4243941,3.3139536,5.738348,0.0032097476,0.99679023,0.0032097476,0.99679023,0.0,0.0,1
173,8.561029,-9.003915,-17.564945,1.0,2.3531046e-08,1.0,2.3531046e-08,0.0,0.0,0
174,5.4773273,-6.219429,-11.696756,0.99999166,8.320696e-06,0.99999166,8.320696e-06,0.0,0.0,0
175,4.272514,-3.7432823,-8.015797,0.9996699,0.00033009608,0.9996699,0.00033009608,0.0,0.0,0
176,-0.39481643,0.6729139,1.0677303,0.25583497,0.74416506,0.25583497,0.74416506,0.0,0.0,1
177,4.256397,-3.6864989,-7.942896,0.999645,0.00035505038,0.999645,0.00035505032,0.0,5.820766e-11,0
178,4.6474943,-4.611287,-9.258781,0.99990475,9.526227e-05,0.99990475,9.526227e-05,0.0,0.0,0
179,9.212563,-9.695915,-18.908478,1.0,6.139775e-09,1.0,6.1397745e-09,0.0,4.440892e-16,0
180,9.364831,-8.41324,-17.778072,1.0,1.901434e-08,1.0,1.9014342e-08,0.0,1.7763568e-15,0
181,10.917566,-9.303277,-20.220844,1.0,1.6527186e-09,1.0,1.6527186e-09,0.0,0.0,0
182,2.5157573,-2.0096035,-4.525361,0.9892853,0.0107147535,0.9892853,0.0107147535,0.0,0.0,0
183,0.6478869,-0.28340816,-0.93129504,0.71733797,0.28266206,0.71733797,0.28266206,0.0,0.0,0
184,7.3509235,-6.7790265,-14.12995,0.9999993,7.301979e-07,0.9999993,7.3019794e-07,0.0,5.684342e-14,0
185,16.151096,-15.442579,-31.593676,1.0,1.9012578e-14,1.0,1.901258e-14,0.0,1.6940659e-21,0
186,3.872478,-3.4986153,-7.3710933,0.99937123,0.0006287843,0.99937123,0.0006287843,0.0,0.0,0
187,-0.52614504,0.8550004,1.3811455,0.20082508,0.7991749,0.20082508,0.7991749,0.0,0.0,1
188,7.5822372,-6.845927,-14.428164,0.9999994,5.4191094e-07,0.9999994,5.4191094e-07,0.0,0.0,0
189,1.6414875,-1.2732445,-2.914732,0.94856995,0.0514301,0.94856995,0.051430095,0.0,3.7252903e-09,0
190,12.199025,-11.339669,-23.538694,1.0,5.987905e-11,1.0,5.9879046e-11,0.0,6.938894e-18,0
191,-0.83941704,1.2931199,2.132537,0.10597439,0.89402556,0.1059744,0.89402556,7.450581e-09,0.0,1
192,8.384215,-7.833711,-16.217926,0.9999999,9.049908e-08,0.9999999,9.049908e-08,0.0,0.0,0
193,9.674283,-8.663495,-18.337778,1.0,1.086436e-08,1.0,1.086436e-08,0.0,0.0,0
194,1.8092107,-1.4413474,-3.250558,0.96269315,0.037306845,0.96269315,0.037306845,0.0,0.0,0
195,10.540555,-9.4212675,-19.961823,1.0,2.1413646e-09,1.0,2.1413646e-09,0.0,0.0,0
196,13.8038435,-13.202243,-27.006086,1.0,1.8681241e-12,1.0,1.8681241e-12,0.0,0.0,0
197,14.356512,-13.805846,-28.162357,1.0,5.8781896e-13,1.0,5.8781896e-13,0.0,0.0,0
198,4.5906496,-4.291062,-8.881712,0.9998611,0.00013888687,0.9998611,0.00013888688,0.0,1.4551915e-11,0
199,5.0477653,-4.5574656,-9.60523,0.99993265,6.737088e-05,0.99993265,6.737088e-05,0.0,0.0,0
200,5.1667333,-4.7540245,-9.920757,0.9999509,4.9141516e-05,0.9999509,4.9141512e-05,0.0,3.637979e-12,0
201,7.3172956,-7.552923,-14.870218,0.99999964,3.4829412e-07,0.99999964,3.482941e-07,0.0,2.842171e-14,0
202,7.5359454,-6.9211626,-14.457108,0.9999995,5.264508e-07,0.9999995,5.2645083e-07,0.0,5.684342e-14,0
203,-2.2413437,2.8395665,5.08091,0.006175872,0.9938241,0.0061758715,0.9938241,4.656613e-10,0.0,1
204,11.520084,-10.433546,-21.95363,1.0,2.9218603e-10,1.0,2.9218603e-10,0.0,0.0,0
205,9.03812,-9.471259,-18.50938,1.0,9.151274e-09,1.0,9.151204e-09,0.0,7.0166095e-14,0
206,-0.54116166,0.99071825,1.5318799,0.17771882,0.82228124,0.1777188,0.82228124,1.4901161e-08,0.0,0
207,8.359697,-7.177365,-15.537062,0.9999999,1.7878689e-07,0.9999999,1.7878858e-07,0.0,1.6910917e-12,0
208,12.315995,-11.425488,-23.741484,1.0,4.888827e-11,1.0,4.888827e-11,0.0,0.0,0
209,15.280684,-14.316456,-29.597141,1.0,1.3999897e-13,1.0,1.3999899e-13,0.0,1.3552527e-20,0
210,5.874891,-5.567121,-11.442012,0.9999893,1.073477e-05,0.9999893,1.07347705e-05,0.0,9.094947e-13,0
211,8.30091,-7.589404,-15.890314,0.9999999,1.2558108e-07,0.9999999,1.2558108e-07,0.0,0.0,0
212,-4.624712,5.690988,10.315701,3.3108063e-05,0.99996686,3.3108063e-05,0.99996686,0.0,0.0,1
213,11.84873,-11.321054,-23.169785,1.0,8.659452e-11,1.0,8.6594516e-11,0.0,6.938894e-18,0
214,11.384917,-12.099316,-23.484234,1.0,6.323053e-11,1.0,6.323053e-11,0.0,0.0,0
215,3.6062806,-3.3035352,-6.909816,0.9990031,0.0009969467,0.9990031,0.0009969467,0.0,0.0,0
216,10.506162,-9.460224,-19.966385,1.0,2.131617e-09,1.0,2.131617e-09,0.0,0.0,0
217,11.479067,-10.707193,-22.18626,1.0,2.3154191e-10,1.0,2.3154191e-10,0.0,0.0,0
218,8.799208,-8.55771,-17.356918,1.0,2.8972512e-08,1.0,2.8972513e-08,0.0,1.7763568e-15,0
219,12.8481245,-12.283192,-25.131317,1.0,1.2178888e-11,1.0,1.2178887e-11,0.0,8.6736174e-19,0
220,10.352508,-9.584146,-19.936653,1.0,2.1959454e-09,1.0,2.1959456e-09,0.0,2.220446e-16,0
221,4.317751,-4.3158293,-8.63358,0.9998221,0.00017799444,0.9998221,0.00017799446,0.0,1.4551915e-11,0
222,-0.3169846,0.68935597,1.0063405,0.26769662,0.7323033,0.26769662,0.7323033,0.0,0.0,1
223,13.095973,-12.64967,-25.745644,1.0,6.5888415e-12,1.0,6.5888415e-12,0.0,0.0,0
224,1.2965957,-1.1244297,-2.4210253,0.9184166,0.08158341,0.9184166,0.0815834,0.0,7.450581e-09,0
225,16.00241,-15.179371,-31.181782,1.0,2.87028e-14,1.0,2.87028e-14,0.0,0.0,0
226,10.281472,-10.713801,-20.995274,1.0,7.6184836e-10,1.0,7.6184836e-10,0.0,0.0,0
227,4.2799544,-3.9277706,-8.207726,0.99972755,0.00027246567,0.99972755,0.00027246567,0.0,0.0,0
228,-0.17680886,0.74838966,0.92519855,0.28389984,0.71610016,0.28389984,0.71610016,0.0,0.0,0
229,7.177109,-6.8205023,-13.997611,0.99999917,8.335169e-07,0.99999917,8.3351694e-07,0.0,5.684342e-14,0
230,6.077258,-5.745464,-11.8227215,0.9999926,7.3359115e-06,0.9999926,7.335912e-06,0.0,4.5474735e-13,0
231,12.954327,-12.077999,-25.032326,1.0,1.3446184e-11,1.0,1.3446184e-11,0.0,0.0,0
232,2.6437895,-2.0711613,-4.7149506,0.9911192,0.0088807335,0.9911192,0.008880734,0.0,9.313226e-10,0
233,-4.4476185,5.3432593,9.790878,5.5956705e-05,0.9999441,5.59566e-05,0.9999441,1.05501385e-10,0.0,1
234,14.652661,-14.02477,-28.677431,1.0,3.5119629e-13,1.0,3.5119626e-13,0.0,2.7105054e-20,0
235,8.657533,-8.184837,-16.84237,1.0,4.846766e-08,1.0,4.846766e-08,0.0,0.0,0
