age,gender,owns_car,owns_house,no_of_children,net_yearly_income,no_of_days_employed,occupation_type,total_family_members,migrant_worker,yearly_debt_payments,credit_limit,credit_limit_used(%),credit_score,prev_defaults,default_in_last_6months,owns_car_missing,no_of_children_missing,no_of_days_employed_missing,total_family_members_missing,migrant_worker_missing,yearly_debt_payments_missing,credit_score_missing,actual_target
-1.047948,0.000000,0.000000,1.000000,-0.592032,-0.214654,-0.485424,17.000000,-0.173202,0.000000,-0.908314,-0.333314,24.000000,-0.475976,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.000190,0.000000,1.000000,1.000000,-0.592032,1.174614,-0.454740,6.000000,-0.173202,0.000000,1.172226,1.826295,15.000000,-1.214338,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
0.314138,0.000000,0.000000,0.000000,-0.592032,-0.994197,-0.461627,0.000000,-0.173202,0.000000,-0.480625,-0.711001,60.000000,-0.515887,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.571447,0.000000,0.000000,1.000000,-0.592032,0.057290,-0.475256,3.000000,-0.173202,0.000000,-0.092245,-0.255743,34.000000,-0.645599,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.314517,0.000000,0.000000,1.000000,3.653322,-1.300249,-0.486511,8.000000,3.154222,0.000000,-1.100931,-1.132539,19.000000,-0.026971,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.000190,0.000000,1.000000,1.000000,-0.592032,-0.335084,-0.485748,3.000000,-0.173202,0.000000,0.290582,-0.221720,31.000000,-0.226529,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-1.152724,1.000000,0.000000,1.000000,0.823086,2.174513,-0.467643,3.000000,0.935939,0.000000,0.111992,1.502539,39.000000,-0.505909,0.000000,0.000000,9.159681,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-1.676603,0.000000,1.000000,1.000000,0.823086,2.473426,-0.484467,10.000000,0.935939,0.000000,2.423624,1.043004,79.000000,1.150417,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.209741,0.000000,0.000000,1.000000,-0.592032,-0.201229,-0.483114,0.000000,-1.282343,0.000000,-1.259919,-0.119559,21.000000,-0.865113,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
0.418913,0.000000,0.000000,0.000000,-0.592032,-0.487392,-0.424596,6.000000,-0.173202,0.000000,1.159604,-0.543161,27.000000,0.122697,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.257120,1.000000,0.000000,0.000000,-0.592032,-0.411576,-0.471126,8.000000,-0.173202,0.000000,-0.713861,0.038362,46.000000,-0.156684,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.104966,1.000000,1.000000,1.000000,-0.592032,-0.382387,-0.483654,3.000000,-0.173202,1.000000,0.035934,-0.874324,90.000000,-0.016994,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-1.257499,0.000000,0.000000,1.000000,-0.592032,-0.694403,2.140451,17.000000,-0.173202,0.000000,-0.138902,-0.512191,21.000000,0.192542,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-1.152724,1.000000,1.000000,0.000000,2.238204,-0.873593,-0.463685,17.000000,2.045080,0.000000,-1.079417,-0.835145,68.000000,-0.396153,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-1.257499,0.000000,0.000000,1.000000,-0.592032,0.422605,-0.445213,17.000000,-1.282343,1.000000,-0.744849,0.149733,79.000000,-1.713232,1.000000,1.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,1
-0.524069,0.000000,1.000000,1.000000,3.653322,-0.647660,-0.463541,14.000000,3.154222,0.000000,-1.244798,-0.763901,31.000000,0.022918,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.943172,0.000000,0.000000,0.000000,-0.592032,-1.426864,2.140436,17.000000,-1.282343,0.000000,-1.512459,-1.174390,46.000000,0.581679,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-1.152724,0.000000,0.000000,1.000000,-0.592032,-0.404929,-0.480149,3.000000,-0.173202,0.000000,-1.275253,-0.421831,45.000000,-0.226529,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-1.362275,1.000000,1.000000,1.000000,0.823086,-0.226120,-0.481409,4.000000,0.935939,1.000000,0.505788,0.313945,38.000000,-0.755356,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.524069,0.000000,0.000000,1.000000,-0.592032,-1.415320,2.140458,17.000000,-1.282343,0.000000,-1.512459,-1.274159,21.000000,-0.326308,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-1.362275,0.000000,0.000000,1.000000,0.823086,-0.767906,-0.465239,5.000000,0.935939,0.000000,0.732393,-0.657745,84.000000,-0.036949,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.524069,0.000000,1.000000,1.000000,0.823086,-0.030699,-0.420639,5.000000,-0.173202,0.000000,-0.771040,0.210566,82.000000,-1.014781,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.571447,1.000000,1.000000,1.000000,0.823086,1.318145,-0.481589,8.000000,0.935939,1.000000,0.171209,1.685203,73.000000,0.910948,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
0.418913,0.000000,0.000000,0.000000,-0.592032,-0.087659,-0.478725,14.000000,-1.282343,0.000000,-1.237930,-0.506711,79.000000,-1.324095,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.000190,0.000000,0.000000,1.000000,-0.592032,-0.950299,-0.476422,3.000000,-0.173202,0.000000,-0.439405,-1.111891,25.000000,0.042874,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.314517,0.000000,0.000000,1.000000,-0.592032,2.164868,-0.467607,14.000000,-0.173202,0.000000,0.585062,1.400673,95.000000,-0.016994,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-1.676603,0.000000,1.000000,1.000000,0.823086,-1.156161,-0.473407,16.000000,0.935939,0.000000,-0.984084,-1.032235,36.000000,-1.084626,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.152344,0.000000,0.000000,0.000000,-0.592032,-0.493380,2.140458,17.000000,-1.282343,0.000000,-0.535734,-0.421485,14.000000,-1.234294,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.209741,1.000000,1.000000,1.000000,-0.592032,-0.436898,-0.477559,4.000000,-0.173202,0.000000,0.127625,-0.231492,82.000000,1.200307,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.419293,0.000000,0.000000,1.000000,-0.592032,-0.667217,2.140444,17.000000,-1.282343,0.000000,-1.002813,-1.022712,99.000000,0.811170,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.361896,0.000000,0.000000,1.000000,-0.592032,-0.021102,2.140480,17.000000,-1.282343,0.000000,-0.983433,0.953373,97.000000,-0.615666,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
0.628465,1.000000,0.000000,1.000000,2.238204,0.342422,-0.477674,4.000000,0.935939,0.000000,0.855137,1.287010,6.000000,1.379908,0.000000,0.000000,9.159681,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.571447,0.000000,0.000000,0.000000,-0.592032,-0.695531,-0.482459,11.000000,-0.173202,0.000000,-0.162911,-0.379061,81.000000,-0.545821,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
0.418913,0.000000,1.000000,1.000000,-0.592032,1.000713,-0.467326,0.000000,-1.282343,0.000000,0.137595,-0.126732,98.000000,0.412055,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.152344,0.000000,0.000000,1.000000,-0.592032,-0.680404,2.140451,17.000000,-1.282343,0.000000,0.074221,-0.377556,38.000000,-0.236507,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.524069,1.000000,1.000000,0.000000,-0.592032,-0.468865,-0.479603,4.000000,-0.173202,0.000000,0.758854,-0.932732,42.000000,-1.264228,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.628845,0.000000,0.000000,1.000000,-0.592032,0.435140,-0.483049,10.000000,-0.173202,0.000000,-1.002832,0.687095,50.000000,0.202520,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
0.523689,0.000000,0.000000,0.000000,-0.592032,-0.110694,2.140415,17.000000,-0.173202,0.000000,-1.366892,0.692576,88.000000,-1.354028,1.000000,1.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,1
1.257120,0.000000,0.000000,0.000000,-0.592032,2.018234,-0.485359,15.000000,-1.282343,0.000000,0.713126,0.302909,44.000000,0.920926,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.047568,1.000000,1.000000,1.000000,-0.592032,0.550262,-0.471363,8.000000,-0.173202,1.000000,1.528483,1.551062,52.000000,0.342210,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.361896,0.000000,1.000000,1.000000,-0.592032,-1.242403,2.140415,17.000000,-1.282343,0.000000,-1.212640,-1.248276,2.000000,-1.044714,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
0.314138,0.000000,0.000000,1.000000,-0.592032,-0.326741,-0.480380,14.000000,-1.282343,0.000000,0.177486,-0.588470,78.000000,-0.336285,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.628845,1.000000,0.000000,0.000000,-0.592032,0.179828,-0.459929,4.000000,-0.173202,1.000000,0.911684,0.264670,72.000000,-0.495931,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
0.942792,0.000000,1.000000,1.000000,0.823086,-0.363176,-0.480804,8.000000,0.935939,0.000000,-1.379317,0.329533,62.000000,1.070594,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-1.047948,0.000000,0.000000,0.000000,0.823086,-1.195556,-0.480308,14.000000,0.935939,1.000000,-0.817366,-1.250332,95.000000,1.320041,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.152344,0.000000,0.000000,1.000000,0.823086,-0.713005,-0.480308,14.000000,0.935939,0.000000,-0.359635,-0.641765,15.000000,0.681457,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-1.467051,1.000000,0.000000,1.000000,0.823086,2.417334,-0.469701,17.000000,0.935939,0.000000,-0.930244,0.922342,79.000000,1.479687,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
0.418913,0.000000,0.000000,1.000000,-0.592032,-0.264065,-0.482402,14.000000,-1.282343,0.000000,-0.978064,-0.710719,9.000000,0.441988,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.838396,1.000000,1.000000,1.000000,0.823086,0.916043,-0.482474,10.000000,0.935939,0.000000,1.893401,2.284113,16.000000,-0.046927,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.466671,0.000000,0.000000,0.000000,0.823086,-0.836839,-0.466470,17.000000,0.935939,1.000000,-0.710781,-0.505305,48.000000,-0.705467,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.152344,0.000000,0.000000,0.000000,-0.592032,0.419028,-0.485395,4.000000,-1.282343,0.000000,0.108600,1.707957,79.000000,-1.463785,1.000000,1.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,1
-0.314517,1.000000,1.000000,1.000000,2.238204,0.696028,-0.470672,4.000000,2.045080,0.000000,0.640071,0.906416,17.000000,0.771258,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
0.733241,1.000000,1.000000,0.000000,0.823086,-1.071236,-0.484064,8.000000,0.935939,1.000000,-0.063793,-1.213162,0.000000,-1.034736,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-1.571827,0.000000,0.000000,1.000000,-0.592032,-0.570962,-0.441140,0.000000,-1.282343,0.000000,-0.159610,-0.711764,78.000000,-0.515887,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.571447,0.000000,1.000000,1.000000,3.653322,-0.493402,-0.481610,10.000000,3.154222,0.000000,-0.059627,-0.779245,10.000000,-0.485954,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.000190,0.000000,0.000000,1.000000,-0.592032,3.704917,-0.434239,3.000000,-1.282343,0.000000,1.918837,2.156386,48.000000,1.020705,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
-0.838396,0.000000,0.000000,1.000000,-0.592032,0.763074,2.140415,17.000000,-0.173202,0.000000,1.207201,-0.423117,36.000000,0.781236,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
1.466671,0.000000,0.000000,1.000000,-0.592032,0.015133,-0.478926,14.000000,-0.173202,0.000000,-1.189626,-0.614722,88.000000,-1.912789,1.000000,1.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,1
-1.467051,0.000000,0.000000,1.000000,-0.592032,-0.861240,2.140487,17.000000,-0.173202,0.000000,0.227294,-0.678953,53.000000,0.861059,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
0.942792,1.000000,1.000000,0.000000,0.823086,-0.107206,-0.482920,4.000000,0.935939,0.000000,-0.468277,-0.094720,49.000000,0.082785,0.000000,0.000000,-0.109174,-0.130512,-0.100612,0.000000,0.000000,0.000000,0.000000,0
